Id,customer.id,credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,pub.rec,inq.last.6mths,delinq.2yrs,paid.back.loan
9245,LA009246,No,debt_consolidation,12.18%,199.8,10.645424900000002,6.54,702,3574.0,9382,52.7,0,Less than 5,No,Yes
6499,LA006500,Yes,debt_consolidation,8.94%,158.86,9.705036613999999,12.29,727,1830.0,7901,44.4,0,Less than 5,No,Yes
2080,LA002081,Yes,all_other,13.79%,340.76,10.77895629,4.95,687,3150.041667,1718,14.9,0,Less than 5,No,Yes
3601,LA003602,Yes,all_other,12.53%,133.87,10.47728798,10.41,687,2639.958333,12160,80.5,0,Less than 5,No,Yes
9295,LA009296,No,all_other,19.47%,405.87,10.81985828,3.17,672,3810.0,409,40.9,0,Less than 10,No,No
754,LA00755,Yes,all_other,10.71%,489.03,11.28978191,6.9,707,7410.0,8298,38.6,1,Less than 5,No,Yes
4746,LA004747,Yes,small_business,17.04%,85.62,11.25161265,7.46,667,4319.958333,575,16.0,0,Less than 5,No,Yes
8460,LA008461,No,all_other,14.50%,70.57,9.210340372000001,13.8,642,900.0,3646,91.1,0,Less than 5,No,Yes
6390,LA006391,Yes,debt_consolidation,12.87%,168.17,11.40756495,22.43,677,4140.041667,44084,65.1,0,Less than 5,No,Yes
437,LA00438,Yes,debt_consolidation,13.62%,381.58,10.30895266,19.52,667,4412.0,16670,71.7,0,Less than 5,No,Yes
9204,LA009205,No,debt_consolidation,12.87%,465.82,10.6561293,21.14,702,3600.0,42470,82.6,0,Less than 5,No,Yes
652,LA00653,Yes,debt_consolidation,11.34%,361.9,10.858999,9.39,687,2703.041667,12678,43.6,1,Less than 5,No,Yes
5048,LA005049,Yes,debt_consolidation,11.14%,82.01,11.15625052,18.09,712,8130.0,14482,84.2,0,Less than 5,No,No
569,LA00570,Yes,debt_consolidation,11.03%,294.78,10.71441777,8.29,687,2760.041667,12303,59.7,0,Less than 5,No,Yes
6012,LA006013,Yes,debt_consolidation,8.94%,324.07,10.91508846,8.47,737,5730.0,13041,39.0,0,Less than 5,No,Yes
5989,LA005990,Yes,credit_card,14.59%,413.58,11.72803684,15.36,672,7610.0,30232,67.3,0,Less than 5,Yes,Yes
635,LA00636,Yes,home_improvement,10.08%,258.44,11.03488966,0.81,712,3660.0,3596,25.1,1,Less than 5,No,Yes
7785,LA007786,No,credit_card,12.17%,116.54,9.210340372000001,14.76,667,1022.0,4784,95.7,0,Less than 5,No,Yes
8838,LA008839,No,debt_consolidation,11.14%,262.45,10.71441777,6.93,722,7169.958333,26610,65.4,0,Less than 5,Yes,Yes
3512,LA003513,Yes,debt_consolidation,10.95%,209.37,10.08580911,6.15,742,8370.0,8810,23.2,0,Less than 5,No,Yes
5009,LA005010,Yes,debt_consolidation,12.18%,333.0,10.59653473,23.01,772,4500.0,0,5.34,0,Less than 5,No,Yes
9258,LA009259,No,home_improvement,13.92%,204.83,9.952277717000001,7.6,707,1590.0,3775,42.4,0,Less than 5,No,Yes
5625,LA005626,Yes,all_other,16.00%,703.15,10.858999,0.6,682,2640.041667,1742,7.9,0,Less than 5,No,No
7741,LA007742,No,all_other,7.75%,209.18,12.22098096,1.0,802,6840.041667,0,8.6,0,Less than 10,No,Yes
65,LA0066,Yes,all_other,10.59%,32.55,10.43382164,14.47,687,1110.0,4485,36.9,0,Less than 5,No,No
2922,LA002923,Yes,all_other,7.68%,155.96,10.37349118,15.0,782,3485.0,695,8.2,0,Less than 5,No,Yes
7232,LA007233,Yes,debt_consolidation,7.51%,186.66,10.71441777,6.64,742,2250.0,5999,19.5,0,Less than 5,No,Yes
6200,LA006201,Yes,all_other,7.74%,124.88,11.58988651,6.02,787,4230.041667,337,1.9,0,Less than 5,No,Yes
7122,LA007123,Yes,all_other,13.85%,511.56,11.20357022,16.24,707,6240.0,14153,95.6,0,Less than 5,No,No
2026,LA002027,Yes,credit_card,9.63%,320.95,11.24895992,0.0,782,4050.0,0,0.0,0,Less than 5,No,Yes
6653,LA006654,Yes,all_other,14.26%,377.37,12.63460303,10.21,692,7050.041667,60789,97.3,0,Less than 5,No,Yes
4224,LA004225,Yes,credit_card,14.96%,242.52,11.184421400000002,12.59,662,2130.0,8018,29.8,0,Less than 5,No,Yes
3313,LA003314,Yes,credit_card,12.53%,100.4,11.00049856,7.97,682,5370.0,24876,86.4,0,Less than 5,Yes,Yes
9165,LA009166,No,debt_consolidation,17.58%,359.42,11.56171563,15.89,662,3180.0,9705,78.9,1,Less than 10,No,No
5738,LA005739,Yes,major_purchase,8.94%,381.26,10.81977828,6.0,752,2760.041667,10457,16.1,0,Less than 5,No,Yes
346,LA00347,Yes,all_other,11.72%,72.78,10.57821615,17.2,667,1410.0,4863,69.5,0,Less than 5,Yes,Yes
7258,LA007259,Yes,credit_card,9.88%,322.11,10.07005864,19.61,737,2970.0,12652,66.2,0,Less than 5,No,Yes
6754,LA006755,Yes,home_improvement,15.65%,874.66,11.112447900000001,13.65,687,6510.0,11325,43.9,0,Less than 5,No,Yes
2882,LA002883,Yes,small_business,16.63%,425.64,11.47210347,15.46,672,5219.958333,24249,97.0,0,Less than 5,Yes,Yes
7627,LA007628,Yes,debt_consolidation,16.45%,566.04,11.26446411,14.74,667,2730.041667,3745,89.2,0,Less than 5,No,Yes
7814,LA007815,No,all_other,8.07%,141.15,9.811372264,3.29,737,1200.0,0,0.0,0,Less than 5,No,Yes
7325,LA007326,Yes,debt_consolidation,7.88%,168.92,10.89673933,21.27,727,5160.0,19843,59.9,0,Less than 5,No,Yes
8455,LA008456,No,debt_consolidation,11.97%,132.8,10.59663473,3.39,677,630.0,4152,62.9,0,Less than 5,No,Yes
8548,LA008549,No,all_other,18.61%,291.68,12.30138283,6.87,647,4049.958333,378,5.0,1,Less than 5,Yes,Yes
2574,LA002575,Yes,credit_card,9.32%,351.42,11.095398300000001,19.15,747,3749.958333,4148,14.3,0,Less than 5,No,Yes
220,LA00221,Yes,debt_consolidation,10.59%,390.54,10.30895266,19.84,702,2042.0416670000002,7336,71.9,0,Less than 5,No,Yes
3281,LA003282,Yes,all_other,8.94%,222.41,9.621787552,12.17,757,4470.0,6103,34.5,0,Less than 5,No,No
8081,LA008082,No,all_other,11.22%,229.91,11.58988651,21.97,692,6629.041667,7258,42.7,0,Less than 10,No,No
3944,LA003945,Yes,all_other,12.21%,59.97,11.00209984,19.82,732,3720.0,16854,96.3,0,Less than 5,No,Yes
2156,LA002157,Yes,small_business,8.00%,112.81,10.46310334,9.74,737,3360.0,9376,41.5,0,Less than 5,No,Yes
5645,LA005646,Yes,all_other,11.14%,590.47,11.6307085,0.99,772,4574.041667,0,0.0,0,Less than 5,No,Yes
6128,LA006129,Yes,debt_consolidation,11.14%,295.24,10.59663473,9.9,732,5460.0,9305,25.5,0,Less than 5,Yes,Yes
1125,LA001126,Yes,debt_consolidation,8.63%,142.33,11.2771525,7.53,722,5761.0,20237,32.7,0,Less than 5,No,Yes
914,LA00915,Yes,all_other,11.97%,318.72,11.26446411,13.0,682,2999.958333,36920,88.6,0,Less than 5,No,Yes
8198,LA008199,No,debt_consolidation,15.83%,526.1,12.01370075,13.52,657,6780.041667,198023,61.3,0,Less than 5,Yes,No
7121,LA007122,Yes,small_business,13.11%,674.9,11.849397699999999,9.21,732,6060.041667,28651,92.4,0,Less than 5,Yes,No
417,LA00418,Yes,debt_consolidation,9.20%,382.72,10.59663473,10.14,747,7800.041667,3179,11.0,1,Less than 5,No,Yes
5903,LA005904,Yes,credit_card,13.22%,540.81,11.29836745,19.91,707,6332.041667,15171,36.1,0,Less than 5,Yes,Yes
3401,LA003402,Yes,major_purchase,13.79%,51.12,10.87812266,9.51,662,4949.958333,22189,83.7,0,Less than 5,No,Yes
3619,LA003620,Yes,home_improvement,9.63%,296.88,10.73413325,0.0,807,7320.0,1454,4.0,0,Less than 5,No,No
6610,LA006611,Yes,credit_card,13.22%,338.01,11.95761129,14.57,687,6750.041667,4027,17.4,0,Less than 5,Yes,Yes
5359,LA005360,Yes,debt_consolidation,14.61%,299.94,10.25132355,11.27,687,1170.0,3430,71.5,0,Less than 5,No,Yes
8181,LA008182,No,debt_consolidation,15.51%,418.99,10.59663473,2.4,642,2490.0,4340,85.1,0,Less than 5,No,Yes
9127,LA009128,No,educational,11.58%,99.05,9.798127037,22.27,727,1114.0,18517,58.8,0,Less than 5,No,Yes
9562,LA009563,No,debt_consolidation,13.48%,508.87,10.93310697,17.76,717,3870.041667,8760,28.2,0,Less than 10,No,Yes
2771,LA002772,Yes,all_other,13.47%,169.62,11.28983191,3.67,697,5100.0,3048,33.9,0,Less than 5,Yes,Yes
2781,LA002782,Yes,all_other,12.53%,836.66,11.65268741,1.39,762,2160.0,30215,49.6,0,Less than 5,No,No
6185,LA006186,Yes,all_other,11.83%,99.41,11.29476946,23.67,697,7380.041667,17829,66.3,0,Less than 5,No,No
6227,LA006228,Yes,all_other,12.53%,140.56,10.30895266,18.36,687,2700.041667,3368,32.7,0,Less than 5,No,Yes
6568,LA006569,Yes,major_purchase,11.83%,795.22,11.91839057,7.06,812,11704.0,346,0.7,0,Less than 5,No,Yes
749,LA00750,Yes,major_purchase,11.34%,118.44,10.91508846,13.51,682,3510.0,623,31.1,0,Less than 5,No,Yes
5722,LA005723,Yes,all_other,14.61%,275.81,11.01862914,12.59,667,2280.041667,15183,70.3,1,Less than 5,No,No
9467,LA009468,No,all_other,16.00%,87.9,10.18111929,5.82,662,9180.0,1436,65.3,0,Less than 10,Yes,No
9164,LA009165,No,debt_consolidation,16.32%,423.77,10.71441777,13.6,667,1679.9583329999998,13740,89.8,0,Less than 5,No,No
6829,LA006830,Yes,debt_consolidation,13.92%,327.72,11.40756495,13.75,677,4291.041667,12389,46.6,0,Less than 5,Yes,Yes
9220,LA009221,No,debt_consolidation,12.53%,669.33,11.39751461,18.36,727,12599.95833,25076,57.7,0,Less than 5,No,Yes
1670,LA001671,Yes,educational,11.78%,165.55,10.23995979,14.77,692,1800.0,7443,23.0,0,Less than 5,No,Yes
5597,LA005598,Yes,credit_card,12.53%,259.37,10.08029393,3.27,757,4319.958333,1709,94.9,0,Less than 5,No,No
9457,LA009458,No,debt_consolidation,15.65%,586.02,11.40756495,22.09,697,4771.0,26901,43.2,0,Less than 10,Yes,Yes
7289,LA007290,Yes,debt_consolidation,11.36%,822.78,11.73606902,12.74,732,6690.041667,26510,65.8,0,Less than 5,No,Yes
6536,LA006537,Yes,all_other,7.40%,155.3,10.858999,16.43,777,8910.041667,89277,11.6,0,Less than 5,No,Yes
5448,LA005449,Yes,debt_consolidation,13.92%,716.88,11.35040654,18.59,702,2973.0,26090,89.7,0,Less than 5,No,Yes
490,LA00491,Yes,debt_consolidation,10.71%,339.06,10.35456317,4.74,722,1290.041667,6206,35.3,0,Less than 5,No,Yes
658,LA00659,Yes,home_improvement,11.97%,298.8,11.28978191,19.37,682,9059.041667,26966,70.2,1,Less than 5,No,Yes
6661,LA006662,Yes,small_business,19.13%,550.81,11.73606902,9.96,687,4561.041667,12730,95.0,0,Less than 5,No,Yes
6496,LA006497,Yes,debt_consolidation,11.83%,795.22,11.91839057,0.7,812,11700.0,346,0.7,0,Less than 5,No,Yes
350,LA00351,Yes,credit_card,8.38%,236.34,11.22524339,6.06,742,3149.041667,4286,40.4,0,Less than 5,No,Yes
6773,LA006774,Yes,debt_consolidation,7.74%,199.8,9.655026193,12.69,757,5850.0,7633,28.8,0,Less than 5,Yes,Yes
896,LA00897,Yes,all_other,9.76%,16.08,10.98529272,22.17,742,4590.0,65414,47.8,0,Less than 5,No,Yes
1594,LA001595,Yes,small_business,10.83%,374.76,11.65268741,8.42,742,7320.0,94699,54.2,0,Less than 5,No,Yes
9096,LA009097,No,all_other,12.53%,502.0,11.08214255,14.7,722,3510.0,39458,38.0,0,Less than 10,No,Yes
7018,LA007019,Yes,debt_consolidation,14.26%,603.79,11.38509209,8.73,692,5402.041667,19281,89.7,0,Less than 5,No,Yes
1907,LA001908,Yes,all_other,9.63%,208.62,10.59653473,9.18,727,4980.041667,3736,14.2,0,Less than 5,Yes,Yes
1651,LA001652,Yes,debt_consolidation,13.04%,107.89,10.53049493,17.18,682,4590.041667,4548,81.2,0,Less than 5,Yes,Yes
1699,LA001700,Yes,credit_card,8.00%,62.68,10.43399815,13.38,742,3330.041667,7713,32.4,0,Less than 5,No,Yes
9330,LA009331,No,home_improvement,13.57%,81.53,11.40756495,11.43,692,3179.958333,29381,45.1,0,Less than 10,No,Yes
1774,LA001775,Yes,small_business,11.26%,326.99,12.10071213,10.07,717,3630.0,61676,28.5,0,Less than 5,No,No
1465,LA001466,Yes,small_business,10.51%,165.79,11.02190247,5.67,752,1799.9583329999998,40,1.7,0,Less than 5,No,Yes
6146,LA006147,Yes,debt_consolidation,12.53%,836.66,11.33857208,13.63,732,6275.041667,25036,45.4,0,Less than 5,No,Yes
8793,LA008794,No,debt_consolidation,16.96%,223.6,11.28978191,19.89,642,4649.958333,16012,44.2,0,Less than 10,Yes,Yes
2138,LA002139,Yes,major_purchase,7.37%,111.77,11.03495418,3.5,777,6630.0,5514,19.5,0,Less than 5,No,Yes
1602,LA001603,Yes,debt_consolidation,9.38%,175.88,10.93310697,5.36,737,3570.0,2707,56.4,0,Less than 5,No,Yes
8651,LA008652,No,credit_card,13.87%,75.06,10.59663473,10.35,642,1589.958333,11606,77.9,0,Less than 5,No,No
9373,LA009374,No,all_other,17.74%,900.53,12.70684793,13.19,732,10380.04167,34731,88.5,0,Less than 10,No,Yes
8768,LA008769,No,credit_card,14.12%,134.38,11.255332800000001,12.37,657,3059.958333,11162,40.0,0,Less than 5,No,Yes
7128,LA007129,Yes,major_purchase,7.14%,154.7,11.49272276,8.33,752,7350.0,28209,58.4,0,Less than 5,No,Yes
567,LA00568,Yes,home_improvement,10.08%,129.22,10.385913699999998,16.26,717,1560.0,2352,27.3,0,Less than 5,No,Yes
8575,LA008576,No,credit_card,15.76%,148.04,10.81977828,21.5,652,5519.958333,17817,55.5,0,Less than 5,No,No
7981,LA007982,No,debt_consolidation,9.96%,257.99,9.903487553,1.5,697,479.04166669999995,358,6.0,0,Less than 5,No,Yes
5340,LA005341,Yes,all_other,7.74%,156.1,11.22524339,2.34,792,4619.958333,0,0.0,0,Less than 5,No,Yes
5363,LA005364,Yes,small_business,20.17%,447.01,11.22524339,11.25,672,4530.0,3672,79.8,0,Less than 5,No,Yes
2429,LA002430,Yes,all_other,12.53%,46.86,11.10495723,14.29,697,3945.0,13999,58.1,0,Less than 5,No,Yes
9047,LA009048,No,credit_card,13.47%,339.23,11.28978191,14.2,692,4560.0,126402,68.9,0,Less than 5,No,Yes
3542,LA003543,Yes,debt_consolidation,11.26%,492.95,10.645424900000002,12.06,742,6059.958333,24651,42.4,0,Less than 5,No,Yes
5319,LA005320,Yes,debt_consolidation,15.31%,261.12,10.40426284,14.76,747,12002.95833,23875,12.6,0,Less than 10,No,Yes
2633,LA002634,Yes,all_other,12.21%,499.73,11.91839057,17.84,752,8069.958333,0,0.0,0,Less than 5,No,Yes
2729,LA002730,Yes,all_other,12.84%,672.36,11.38495936,1.95,787,2730.0,45210,3.8,0,Less than 5,No,Yes
7059,LA007060,Yes,debt_consolidation,11.48%,65.94,10.26813067,14.25,702,3180.041667,179,59.7,0,Less than 5,No,Yes
7051,LA007052,Yes,credit_card,12.53%,267.74,10.49127422,10.37,697,9842.0,8301,79.8,0,Less than 5,No,No
4038,LA004039,Yes,debt_consolidation,16.00%,703.15,11.23843599,23.57,697,4649.958333,22037,99.3,0,Less than 5,No,Yes
1471,LA001472,Yes,debt_consolidation,11.78%,331.1,11.09133097,8.8,717,2310.0,27406,40.5,0,Less than 5,No,Yes
8390,LA008391,No,debt_consolidation,15.76%,294.33,10.83340541,21.24,647,2070.041667,13565,79.3,0,Less than 5,No,Yes
1553,LA001554,Yes,all_other,15.57%,314.51,10.59653473,0.0,687,2940.041667,0,42.4,0,Less than 5,No,Yes
8176,LA008177,No,debt_consolidation,14.25%,171.5,10.46310334,21.5,657,4349.0,4473,106.5,1,Less than 10,No,No
4854,LA004855,Yes,all_other,11.48%,69.24,10.71441777,18.24,717,1830.0,6554,55.1,0,Less than 5,No,Yes
8758,LA008759,No,all_other,15.38%,174.26,10.77895629,15.65,652,4020.0,901,42.9,1,Less than 5,No,Yes
3999,LA004000,Yes,debt_consolidation,10.95%,327.14,10.81977828,8.9,727,3179.958333,6048,26.8,0,Less than 5,No,Yes
4306,LA004307,Yes,debt_consolidation,11.48%,337.93,11.28978191,11.13,752,3600.0,7268,24.9,0,Less than 5,No,No
1726,LA001727,Yes,debt_consolidation,11.58%,184.88,11.05089001,7.85,712,6090.0,8854,68.1,0,Less than 5,No,Yes
1112,LA001113,Yes,home_improvement,11.03%,163.77,11.42566678,12.44,682,5700.0,7945,41.4,0,Less than 5,No,Yes
7248,LA007249,Yes,debt_consolidation,10.99%,197.23,10.54534144,9.0,742,1620.041667,59,1.5,0,Less than 5,No,Yes
3873,LA003874,Yes,all_other,12.53%,100.4,11.00209984,12.98,682,4800.0,8288,83.7,0,Less than 5,No,Yes
1547,LA001548,Yes,home_improvement,8.00%,142.59,10.97848998,5.58,757,7590.0,19572,49.3,0,Less than 5,No,Yes
6880,LA006881,Yes,credit_card,12.53%,267.74,10.858999,7.04,707,13590.041669999999,7910,90.9,0,Less than 5,No,No
6930,LA006931,Yes,all_other,12.18%,116.55,11.827736199999999,13.53,692,7500.041667,10930,79.8,0,Less than 5,Yes,Yes
1186,LA001187,Yes,all_other,8.00%,219.36,10.71840979,6.61,752,2163.0,0,0.0,0,Less than 5,No,Yes
4000,LA004001,Yes,debt_consolidation,15.05%,312.23,11.0390102,11.3,662,1770.0,12842,61.7,0,Less than 5,No,Yes
5130,LA005131,Yes,debt_consolidation,12.18%,133.2,9.903687533,7.32,692,8850.0,3156,26.7,0,Less than 5,Yes,Yes
5834,LA005835,Yes,debt_consolidation,11.14%,393.65,10.71441777,23.2,772,3846.041667,3663,28.2,0,Less than 5,No,No
1914,LA001915,Yes,all_other,9.63%,96.29,10.32548196,14.4,722,3257.0,277,5.4,0,Less than 5,No,Yes
1241,LA001242,Yes,home_improvement,12.54%,66.95,10.34174248,3.02,667,7380.0,3574,60.6,0,Less than 5,No,Yes
9571,LA009572,No,all_other,15.68%,161.01,11.22524339,8.0,677,7230.0,6909,29.2,1,Less than 5,No,No
784,LA00785,Yes,credit_card,11.66%,314.0,11.69524702,18.23,697,4950.0,114629,64.5,0,Less than 5,No,Yes
3517,LA003518,Yes,educational,11.89%,82.91,9.809396629,19.18,697,1830.0,483,4.6,0,Less than 5,Yes,Yes
5427,LA005428,Yes,debt_consolidation,12.18%,299.7,10.81977828,19.42,707,3989.958333,4711,77.2,0,Less than 5,No,Yes
615,LA00616,Yes,debt_consolidation,13.87%,375.26,10.81985828,20.93,672,2340.041667,17436,93.2,0,Less than 5,No,Yes
6811,LA006812,Yes,credit_card,12.53%,284.47,10.645424900000002,21.97,707,3390.041667,8249,85.9,0,Less than 5,No,Yes
7125,LA007126,Yes,all_other,10.25%,103.64,11.35040654,2.51,737,4260.041667,8497,73.2,0,Less than 5,No,Yes
5194,LA005195,Yes,debt_consolidation,15.65%,559.78,10.57131693,19.75,707,3300.0,19418,95.7,0,Less than 5,No,Yes
8910,LA008911,No,small_business,11.89%,497.46,10.69648007,17.65,727,3150.041667,5665,26.6,0,Less than 5,No,No
3269,LA003270,Yes,debt_consolidation,12.21%,666.3,11.00209984,23.44,717,4949.958333,44887,82.1,0,Less than 5,No,Yes
2625,LA002626,Yes,small_business,12.21%,166.58,11.21182037,17.56,712,7170.0,13344,28.4,0,Less than 5,No,Yes
1334,LA001335,Yes,all_other,13.80%,81.8,10.77895629,1.35,662,1890.0,3171,77.3,0,Less than 5,No,Yes
2637,LA002638,Yes,debt_consolidation,16.00%,527.36,11.03488966,7.88,687,2520.0,15896,83.2,0,Less than 5,No,No
5515,LA005516,Yes,debt_consolidation,16.35%,556.44,10.77895629,18.13,717,1620.0,5481,99.7,0,Less than 5,No,Yes
9304,LA009305,No,credit_card,13.57%,611.44,11.49272276,6.27,702,4289.958333,22910,53.3,0,Less than 5,Yes,Yes
497,LA00498,Yes,all_other,10.71%,48.91,10.645424900000002,18.14,697,3091.041667,1276,63.8,0,Less than 5,No,Yes
4574,LA004575,Yes,educational,13.22%,338.01,11.00209984,9.54,692,2250.0,2263,17.7,0,Less than 5,Yes,Yes
2380,LA002381,Yes,major_purchase,15.37%,174.24,10.46310334,11.67,672,2070.041667,8105,87.2,0,Less than 5,No,Yes
8369,LA008370,No,all_other,12.92%,201.94,10.04324949,6.94,662,1800.0,6934,75.4,1,Less than 20,No,No
4503,LA004504,Yes,debt_consolidation,8.59%,158.06,9.903487553,14.16,752,3660.0,5267,42.8,0,Less than 5,No,Yes
1261,LA001262,Yes,home_improvement,11.28%,236.68,10.93403511,19.25,707,3539.958333,3280,29.0,0,Less than 5,No,Yes
7354,LA007355,Yes,debt_consolidation,15.70%,350.11,10.57928509,21.73,662,2550.0,12421,77.1,0,Less than 5,No,Yes
3755,LA003756,Yes,all_other,11.89%,33.17,11.3736634,5.57,697,8519.958333,5742,55.2,0,Less than 5,Yes,Yes
4232,LA004233,Yes,credit_card,11.14%,328.04,11.49679608,12.45,732,4890.041667,33186,57.8,0,Less than 5,No,Yes
3107,LA003108,Yes,debt_consolidation,14.74%,697.65,10.32127641,10.19,692,2940.0,20167,89.6,0,Less than 5,No,Yes
2601,LA002602,Yes,home_improvement,15.68%,350.02,10.95080655,7.62,682,2850.0,1815,34.2,0,Less than 5,No,No
3443,LA003444,Yes,all_other,14.42%,68.77,11.00209984,13.42,722,3930.0,26719,99.4,0,Less than 5,No,Yes
6654,LA006655,Yes,all_other,11.83%,795.22,11.22524339,3.33,807,4440.0,6469,1.1,0,Less than 5,No,Yes
4974,LA004975,Yes,debt_consolidation,11.83%,662.68,11.112447900000001,11.95,742,6030.0,19086,67.4,0,Less than 5,No,Yes
4304,LA004305,Yes,debt_consolidation,8.94%,317.72,11.03488966,13.28,747,5550.0,7107,20.0,0,Less than 5,No,Yes
4801,LA004802,Yes,home_improvement,13.57%,339.69,11.71177632,8.38,682,5160.0,865,72.1,0,Less than 5,No,Yes
5159,LA005160,Yes,small_business,16.35%,211.98,11.42573225,0.84,782,4890.0,0,0.0,0,Less than 5,No,No
570,LA00571,Yes,credit_card,10.39%,233.65,10.77895629,12.63,702,1140.0,5824,44.7,0,Less than 5,No,Yes
1326,LA001327,Yes,all_other,10.01%,157.33,10.81977828,9.62,717,3119.958333,11579,37.0,0,Less than 5,No,Yes
1984,LA001985,Yes,credit_card,14.11%,171.15,11.98290409,6.84,702,4770.0,18115,98.5,0,Less than 5,No,Yes
6105,LA006106,Yes,all_other,7.74%,202.93,11.192720199999998,13.72,757,3690.041667,10257,24.0,0,Less than 5,No,Yes
5479,LA005480,Yes,credit_card,19.13%,918.02,11.90496755,18.54,662,4890.0,46031,77.4,0,Less than 5,Yes,No
1906,LA001907,Yes,debt_consolidation,15.05%,260.19,10.84081544,15.06,662,9180.0,19469,84.8,0,Less than 5,Yes,No
5132,LA005133,Yes,educational,12.87%,44.57,10.16585182,19.29,702,2819.958333,20493,95.3,0,Less than 5,No,No
7031,LA007032,Yes,credit_card,7.88%,100.1,10.94316338,21.49,722,3896.041667,3630,71.2,0,Less than 5,No,Yes
1091,LA001092,Yes,home_improvement,8.63%,158.14,11.77528973,10.62,727,7769.958333,1780,25.8,0,Less than 5,No,Yes
5318,LA005319,Yes,all_other,12.87%,168.17,10.67359577,14.89,682,2429.958333,17123,75.8,0,Less than 5,No,Yes
7541,LA007542,Yes,all_other,14.96%,221.74,11.184421400000002,15.45,662,2614.0,9317,61.7,0,Less than 5,No,Yes
5524,LA005525,Yes,debt_consolidation,13.57%,407.63,11.60823564,10.46,677,8339.958333,7259,59.0,1,Less than 5,No,Yes
8483,LA008484,No,all_other,9.45%,96.03,9.210340372000001,3.6,707,510.0,814,10.7,0,Less than 5,No,Yes
435,LA00436,Yes,debt_consolidation,11.41%,329.34,10.59663473,15.93,692,3539.041667,14643,76.4,0,Less than 5,No,Yes
8097,LA008098,No,small_business,10.59%,325.45,10.81977828,13.9,697,6090.041667,4115,11.6,0,Less than 10,No,No
5944,LA005945,Yes,small_business,16.70%,275.14,10.16585182,19.52,697,1650.041667,10634,71.5,0,Less than 5,No,No
3938,LA003939,Yes,all_other,17.26%,751.47,10.77895629,13.38,667,5646.958333,0,0.0,0,Less than 5,Yes,Yes
5937,LA005938,Yes,educational,11.83%,258.45,11.35927299,8.82,757,2973.041667,3811,5.8,0,Less than 5,No,Yes
5187,LA005188,Yes,all_other,15.31%,97.49,10.93310697,23.49,682,4289.958333,21076,98.5,0,Less than 5,No,Yes
8010,LA008011,No,debt_consolidation,13.43%,142.39,10.30895266,13.16,647,3660.0,2153,86.1,0,Less than 5,No,Yes
590,LA00591,Yes,debt_consolidation,9.76%,192.93,10.13459927,5.43,707,2820.041667,5280,40.6,0,Less than 5,No,Yes
1746,LA001747,Yes,debt_consolidation,15.05%,693.83,11.27720313,16.74,682,1440.0,13596,49.3,0,Less than 5,No,Yes
5053,LA005054,Yes,debt_consolidation,14.26%,686.12,11.22524339,8.02,687,3479.958333,15278,76.4,0,Less than 5,No,Yes
5877,LA005878,Yes,debt_consolidation,13.22%,84.51,10.54534144,15.6,692,15360.041669999999,3777,35.0,0,Less than 5,No,Yes
4357,LA004358,Yes,small_business,17.04%,214.05,10.81977828,9.96,682,1890.0,8599,91.6,0,Less than 5,No,Yes
1578,LA001579,Yes,all_other,9.38%,351.75,11.31447453,0.0,747,7920.0,3425,6.0,0,Less than 5,Yes,Yes
7823,LA007824,No,debt_consolidation,17.22%,525.75,10.1266311,14.74,652,5820.0,1055,39.1,0,Less than 5,No,Yes
6385,LA006386,Yes,all_other,11.14%,492.06,11.00009784,0.0,797,7080.041667,0,0.0,0,Less than 5,No,Yes
6722,LA006723,Yes,home_improvement,13.57%,509.53,11.95761129,8.88,687,3359.041667,92755,49.2,0,Less than 5,No,Yes
401,LA00402,Yes,debt_consolidation,10.14%,452.67,11.22524339,16.54,722,4800.0,14214,39.4,0,Less than 5,No,No
7730,LA007731,No,all_other,11.54%,164.98,10.91508846,10.0,697,3190.0,2447,65.5,0,Less than 5,No,No
1533,LA001534,Yes,all_other,13.67%,170.09,10.71441777,16.29,662,2160.0,4373,81.0,2,Less than 5,No,Yes
3896,LA003897,Yes,debt_consolidation,14.61%,379.23,11.14186178,12.7,682,10820.95833,21479,82.3,0,Less than 5,No,Yes
1115,LA001116,Yes,debt_consolidation,11.34%,213.85,10.12647109,11.23,682,2460.0,2083,28.1,0,Less than 5,No,Yes
5591,LA005592,Yes,debt_consolidation,15.31%,330.75,10.49127422,21.87,667,1500.0,7306,73.1,0,Less than 5,No,No
7787,LA007788,No,credit_card,13.43%,67.81,10.71441777,8.75,647,419.0,1615,54.1,1,Less than 10,No,Yes
6937,LA006938,Yes,debt_consolidation,16.00%,492.21,10.60658506,19.16,662,6540.0,11018,82.2,0,Less than 5,No,Yes
4350,LA004351,Yes,major_purchase,14.96%,207.87,10.59663473,8.49,662,4043.0,2998,19.1,0,Less than 5,No,No
3117,LA003118,Yes,small_business,9.63%,481.42,11.849397699999999,10.13,782,15089.958330000001,3991,9.5,0,Less than 5,No,No
2339,LA002340,Yes,all_other,16.32%,176.57,11.87756858,4.35,667,8190.041667,157,52.3,1,Less than 5,Yes,Yes
2189,LA002190,Yes,small_business,8.00%,313.37,11.33857208,2.63,802,4320.041667,5390,10.4,0,Less than 5,No,Yes
